id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
34791,138913,Mega Box 2,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85674,138313,Mega Lo Mania & First Samurai,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109460,88384,Mega Man 3: The Robots are Revolting,NULL,1992-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
195381,1718,Mega Man 5,NULL,1992-12-04 00:00:00.000,12,NULL,NULL,NULL,78.0069,71
165471,1735,Mega Man III,"A few months after Dr. Wily's defeat in Mega Man II, several bad news were reported in Dr. Light's Laboratory from around the world, including abnormal weather, transportation failures, and industrial abnormalities. Apparently, the functions of the super computer managing people's everyday life around the world has malfunctioned, and an army of robots began rampaging, causing panic in the city. Dr. Light deduces that Dr. Wily must be running powerful jamming waves to interfere with the super computer and is behind the army of robots, and asks Mega Man to stop the robots.",1992-12-01 00:00:00.000,3,NULL,NULL,NULL,64.9507,12
4700,19670,Mega Math,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
86648,12679,MegaTraveller 2: Quest for the Ancients,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31806,45599,Menacer,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
87888,12680,Mercenary III: The Dion Crisis,NULL,1992-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
161233,137761,Mickey Mouse III: Yume Fuusen,NULL,1992-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117778,79964,Microsoft Entertainment Pack 4,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31403,79466,Microsoft Golf,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191646,7736,Might and Magic IV: Clouds of Xeen,NULL,1992-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
75042,67102,Millie's Math House,NULL,1992-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68060,38779,Minotaur: The Labyrinths of Crete,"Grab the nearest sharp object and pull on that rusty suit of chain mail, here comes an irate barbarian carrying a sword with your name on it! Welcome to The Labyrinths of Crete, where the blades are sharp and the average life span of a combatant is less than ten minutes. 
 
In Minotaur, two or more players on different computers are thrown into a huge, randomly generated maze and through the use of various magical and mundane items attempt to find and kill each other. There are over eighty different objects, spells and armaments which any player can pick up and use against his opponents. Loose alliances form and are quickly broken— in the end, only one of the warriors who entered the maze will leave alive! 
 
The best way to understand Minotaur is to read this documentation carefully and then play the game several times with the quick-reference nearby. You should attempt to learn the effects of all of the objects and spells so that you can use them quickly and to your advantage. 
 
Speed is critical in Minotaur: recognizing what magic your opponent is using and swiftly moving to counter it is paramount. Keep moving at all times, as he who hesitates is certainly lost. Be ready for your opponents to materialize around you when it is least expected, and hope they are not as watchful. Good luck, and good hunting!",1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181223,209502,Missile Command,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8855,122533,Miyasu Nonki no Quiz 18-kin,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16219,37653,Mizbak's Adventure,NULL,1992-02-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63660,38084,Mizubaku Daibouken,NULL,1992-02-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57077,112192,Mobile Suit Gundam: Advanced Operation,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64880,48422,Moero!! Judo Warriors,NULL,1992-07-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55838,186960,Momotaro Densetsu Gaiden: Dai-1-Shu,NULL,1992-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89310,40386,Monkey Mole Panic,NULL,1992-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61146,92869,Monopoly Deluxe,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162256,48166,Monster in My Pocket,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,77.1522,11
84872,48420,Monster Maker: 7-tsu no Hihou,NULL,1992-01-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20013,48620,Moon Crystal,NULL,1992-09-28 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
182929,1618,Mortal Kombat,"Seven martial artists from Earth must battle in sorcerer Shang Tsung's super secret tournament. For the past 9 of these tournaments, Shang Tsung's four-armed mutant bodyguard Goro has won all of them. Should he win the tenth, Earth will be left at the mercy of Shang Tsung's Outworld. Playable characters include Raiden, the Thunder God invited to fight in the tournament, in human (and thus killable) form; Liu Kang, a Shaolin monk determined to stop Shang Tsung; Johnny Cage, a Hollywood movie star who wants the publicity; Sonya Blade, a US Special Forces agent; Kano, a tyrant being pursued by Sonya Blade; Sub-Zero, a mercenary ninja with orders to assassinate Shang Tsung and Scorpion, a murdered ninja who has been brought back from the dead to try and kill Sub-Zero, the man who murdered him.",1992-08-02 00:00:00.000,52,NULL,83.3333,0,68.2134,238
193216,79389,Moto Roader MC,NULL,1992-12-18 00:00:00.000,NULL,NULL,75.0000,1,NULL,NULL
96112,48197,Motor City Patrol,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122693,28568,Motörhead,NULL,1992-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
14983,49037,Mouse Trap Hotel,NULL,1992-11-01 00:00:00.000,NULL,NULL,NULL,NULL,43.0000,0
180504,6546,Mr. Gimmick,NULL,1992-01-31 00:00:00.000,NULL,NULL,NULL,NULL,80.5442,11
182294,219011,Ms. Pac-Man,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109484,46269,Muhammad Ali Heavyweight Boxing,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,0
109124,136790,Multi-Users in Middle-earth,"MUME has been around a number of years and has a lot of interesting features. It has thousands of rooms, covering the Blue Mountains in the west, the Grey Havens, Bree, the Shire, Fornost in the north, Tharbad in the south, Rivendell, the Misty Mountains, the Carrock and Lórien to the east. There are other places such as the dreaded Mines of Moria, the Orc Caves, the dark and ancient Old Forest, the forest of Mirkwood, the mysterious forest Fangorn and the Troll Warrens. 
 
You can meet a lot of interesting people, such as the elves Cirdan, Elrond, Arwen, Celeborn or Galadriel, the leader of the Istari-Council Saruman, the mean trolls Bill, Bert and Tom or you can just buy a beer in Barliman's famous Inn. The mysterious Tom Bombadil sings his songs in the Old Forest, in which Old Man Willow has taken its roots long ago. And deep down in the earth, in the deepest mines of Moria, you may find a horror that was forgotten a long time ago. You will also meet many others from whom you heard the one or other tale or who are new to you. 
 
You also can solve many quests. You can open ancient dwarven tombs or help a poor shopkeeper find something he lost, defeat fearsome enemies and search for ancient lore. Explore long forgotten towers and hidden places or just lean back with a good beer and listen to the one or other story, told by one of the storytellers. 
 
Players can choose among several different races, each with some unique characteristics. The races are separated into three striving factions. Dwarves, Elves, Half-Elves, Hobbits and Men — among them are the shapeshifting Beornings — are eternally at war with the Orcs, Trolls and Black Númenóreans. Moreover, the orkish tribe of the Zaugurz is trying to expand its territory at the expense of the Tarkhnarb Orcs of Goblin Gate. Most of this conflict takes place to the east and south of the town of Bree, but rare raids or solitary agents of the Red Eye have made it to as far west as the Dwarven homes in the Blue Mountains.",1992-12-31 00:00:00.000,4,NULL,NULL,NULL,NULL,NULL
127342,36740,Musya,"Musya follows a pikeman (described as a spearman in the Japanese version and a pikeman in the English version) named Imoto (Jinrai (神雷) in the Japanese version), who must descend to the abyss to save Shizuka, a maiden. After Imoto survives a battle in which all other combatants perish, he travels to Tengumura Village, where he collapses. The mayor, Akagi (who is not named in the Japanese version), greets Imoto and tells him that Shizuka (しずか) needs to be rescued. Imoto heads into Tengumura Cavern (known in the Japanese version as Kihōshōnyūdō (鬼宝鍾乳洞)).",1992-04-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
184078,39522,Mutation Nation,NULL,1992-01-16 00:00:00.000,NULL,NULL,NULL,NULL,63.0000,4
148230,37916,Mystery Circle,NULL,1992-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121846,45910,Mystic Midway: Rest in Pieces,NULL,1992-02-01 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
107806,10454,Mystic Riders,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
192950,45772,Mystical Fighter,NULL,1992-02-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
68896,49035,Nail 'N Scale,NULL,1992-05-01 00:00:00.000,NULL,NULL,NULL,NULL,40.0000,0
115192,45719,Nakajima Satoru Kanshuu: F1 Grand Prix,NULL,1992-01-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12168,37914,Nakajima Satoru Kanshuu: F-1 Hero '94,NULL,1992-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30069,37912,Naki no Ryuu: Mahjong Hishou-den,NULL,1992-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
49066,48413,Namcot Classic II,NULL,1992-04-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67178,48411,Navy Blue,NULL,1992-03-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7410,49010,NBA All-Star Challenge 2,NULL,1992-06-01 00:00:00.000,NULL,NULL,NULL,NULL,23.0000,0
192102,42480,NCAA Basketball,NULL,1992-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
46244,40381,Neck-N-Neck,NULL,1992-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68653,12699,Neighbours,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
166641,48410,Nekketsu Fighting Legend,NULL,1992-12-23 00:00:00.000,1,NULL,NULL,NULL,70.0708,5
132875,46677,Nekketsu Koukou Dodgeball-bu: MD Soccer-hen,NULL,1992-08-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
168797,191678,Nekketsu Koukou Dodgeball-bu: PC Soccer-hen,NULL,1992-04-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122249,28521,New Adventure Island,NULL,1992-06-26 00:00:00.000,1,NULL,NULL,NULL,73.0000,2
188146,39495,New Atomic Punk: Global Quest,NULL,1992-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123424,42016,Nexzr,"In the year 2012 an alien armada attacked the Earth. Two young pilots were in the midst of a battle, and one of them, a lovely young woman, was killed. Three years later, the surviving pilot finally got a chance to avenge her death. Navigating a powerful new fighter ship named ""Slasher"", the pilot ventured into space, ready to bring destruction to those who took so much away from him.",1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
143264,175899,NFL Football,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
46546,46267,NFL Sports Talk Football '93,NULL,1992-06-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
171486,72117,NFL Sports Talk Football '93 Starring Joe Montana,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
44090,37667,NHK Taiga Drama Taiheiki,NULL,1992-01-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18431,42479,NHLPA Hockey 93,NULL,1992-09-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
87734,210391,Nibbly '92,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151980,15872,Nick Faldo's Championship Golf,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191054,12702,Nigel Mansell's World Championship,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39297,42103,Night Creatures,NULL,1992-05-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158889,80867,Night Raid,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38776,2486,Night Trap,NULL,1992-10-15 00:00:00.000,5,NULL,NULL,NULL,69.6341,8
171302,39119,Nightshade,NULL,1992-01-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172952,46072,Ninja Burai Densetsu,NULL,1992-01-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
48444,39951,Ninja Commando,NULL,1992-01-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28850,136620,Ninja Gaiden,NULL,1992-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
185806,48929,Ninja Gaiden Shadow,NULL,1992-01-09 00:00:00.000,1,NULL,NULL,NULL,60.0161,7
123597,38083,Ninja Ryukenden,NULL,1992-01-24 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
58552,49034,Ninja Taro,NULL,1992-10-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164082,195989,Nintendo Campus Challenge 1992,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109580,48801,Nishimura Kyoutarou Mystery: Super Express Satsujin Jiken,NULL,1992-04-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
91032,40983,Nitro Ball,NULL,1992-02-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
107510,12704,No Second Prize,NULL,1992-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
47972,145496,Noddy's Playtime,NULL,1992-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164922,62598,Noobow,"One day, Noobow was sleeping in his bed at home when he woke up and suddenly found himself on a deserted island. In order to return home, Noobow continues his journey to get home while helping people in need.",1992-12-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
47803,14516,Nova 9: The Return of Gir Draxon,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28339,93175,Objection!,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110496,111310,Olimpiadas 92: Gimnasia Deportiva,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127012,46266,Olympic Gold: Barcelona '92,NULL,1992-08-24 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
174053,71184,Olympic Trials,NULL,1992-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15040,44383,Oozumou Tamashii,NULL,1992-12-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56409,112872,Opera Super Sports,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
48898,3143,Operation Secret Storm,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105167,12709,Ork,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60340,42515,Othello World,NULL,1992-04-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
166075,44381,Otogirisou,NULL,1992-03-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119159,49050,Out of Gas,NULL,1992-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162945,10353,Outlander,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115527,39574,OutRunners,NULL,1992-05-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29699,46704,OverKill,A pilot who has been handed a very difficult assignment to destroy the menacing alien forces that have captured six planets in a neighbouring allied solar system. The aliens have enslaved all of the inhabitants of the planets and must be killed.,1992-11-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80472,121368,Overlord,"As the dictatorial ruler of the Epsilon Galaxy, the player has obtained complete, indisputable authority. However, during a scientific experiment in hyperdrive technology, Epsilon scientists discovered four ""buffer"" dimensions, each containing a number of barren planets that exist between the Epsilon Galaxy and another alien dimension. Unfortunately, the most powerful empires from these alternate dimensions have also just discovered these zones through their own experiments. The player must battle these alien species for control of these buffer worlds, to ensure that their rule in the Epsilon Galaxy remains intact.",1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17252,94193,Overtake,NULL,1992-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174071,195050,P-52 Sea Battle,NULL,1992-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
139277,86097,Pac-Boy & Mouse,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
51471,48837,Pachinko Daisakusen 2,NULL,1992-08-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2047,42230,Pachinko Wars,NULL,1992-07-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76667,46501,Pachio-kun Juuban Shoubu,NULL,1992-03-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128566,42228,Pachio-kun Special,NULL,1992-12-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
138958,195051,Pacific Battle,NULL,1992-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
182325,219012,Pac-Man,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117071,46586,Paladin's Quest,"The game centers around a boy named Chezni who, on a dare, activates an ancient machine called Dal Gren and in doing so releases a being of immense power and evil. As a result the magic school is destroyed and the headmaster of the school orders Chezni to destroy Dal Gren at whatever cost before it destroys the world. During his travels he meets a girl named Midia, very much like himself, who wishes to help him on his quest, and numerous other mercenaries that come to aid Chezni. The main antagonist is a young dictator named Zaygos, who wants to use the Dal Gren for his own nefarious purposes.",1992-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114306,40373,Pang Pom's,NULL,1992-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152296,48051,Panic Restaurant,NULL,1992-05-24 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
99321,128470,Pantheon,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177807,174910,Parodius,NULL,1992-07-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176679,42095,Parodius Da!: Shinwa kara Owarai he,NULL,1992-03-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
157445,210633,Pastel Lime,NULL,1992-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5414,44321,PC Pachi Slot 777,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13429,38104,PC Pachislot Idol Gambler,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174064,195052,Penguin Hideout,NULL,1992-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97817,117025,Pensate,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
87497,49139,Penta Dragon,NULL,1992-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158952,48349,Perman Part 2: Himitsu Kessha Madoodan wo Taose!,NULL,1992-01-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69907,46343,PGA Tour Golf II,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21762,45253,Phantasy Star Adventure,"In the year AW 1268, taking place at the same time as Phantasy Star II, the game puts the players in the shoes of an agent of Paseo. He receives a letter from friend and scientist, Ken Miller, who is studying on the ice planet Dezolis and invites him to see an important new invention. Once there, the player learns that Ken and his device are missing, initiating an investigation.",1992-03-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28535,45252,Phantasy Star Gaiden,"Long ago, the evil Cablon ravaged the Copto planet, a light year away of the Algol system. When he was defeated, he was sealed on a planet discovered by Alis, the heroine of the first ""Phantasy Star"", a planet that was also known as Alisland. In this gaiden (side-story) set in Phantasy Star universe, you play the role of two young people from the village Tedo - Alec and Minina. One day, Minina finds an old artifact. While wondering what that could be, the young people learn that Alec' father was attacked and kidnapped by bandits. Determined to find him, the two heroes embark on a dangerous journey that will eventually lead them much further than they suspect.",1992-10-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103830,49041,Phantom Air Mission,NULL,1992-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179525,3024,Pinball Dreams,NULL,1992-03-13 00:00:00.000,2,NULL,NULL,NULL,80.7729,16
170799,6023,Pinball Fantasies,NULL,1992-12-31 00:00:00.000,3,NULL,NULL,NULL,80.3575,14
36891,40138,Pipi & Bibi's,NULL,1992-01-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110023,62870,Pitapat,NULL,1992-01-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35059,48378,Pizza Pop!,NULL,1992-01-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84453,12717,Plan 9 From Outer Space,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62133,48829,Plasma Ball,NULL,1992-04-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147906,40127,Pocket Gal Deluxe,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74872,46603,Pocket Jansou,NULL,1992-03-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
139728,1534,Pocky & Rocky,NULL,1992-12-22 00:00:00.000,2,NULL,NULL,NULL,79.9124,11
139941,195053,Police Bust,NULL,1992-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
142398,84151,Police Quest: In Pursuit of the Death Angel,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108306,12761,Pools of Darkness,"The party's objective is to defeat Bane's lieutenants Thorne (an ancient red dragon), Kalistes (a Tanar'ri Marilith), and Tanetal (a Tanar'ri Glabrezu) and acquire the items they possess. The ultimate goal is to reach Bane's Land and face off against Bane's last and greatest lieutenant, Gothmenes (a Tanar'ri Balor). 
 
All of the lieutenants are found in other dimensions, which can be reached using portals known as Pools of Darkness. Traveling through the pools can cause many types of items the characters are holding to be permanently destroyed and lost. The party may opt to leave these items in a vault to save them. Naturally, any items from the dimensions will suffer this same fate when traveling back to the realms. Some items that will survive include the Vorpal Long Sword, magic rings, and composite bows. 
 
There are also many side quests the party can do along the way, which can help the party in gaining experience and items, especially early on. There are a lot of invisible areas on the overworld the party can enter, which can be found if the player looks around the open fields for any such places. This is true of all the overworlds. 
 
The mandatory quests involve: 
 
  Clearing the Steading near Dragonhorn's Gap, which opens the way to the Dragon's Aerie. 
  Clearing the Dragon's Aerie, which opens the way to Thorne's Cave via a Pool of Darkness. 
  Clearing Thorne's Cave, which will give the party the Horn of Doom. 
  Clearing the drow caves and Kalistes' Temple under Zhentil Keep, which opens the way to Kalistes' Land via a Pool of Darkness. 
  Clearing Kalistes' Parlor, which will give the party the Crystal Ring. 
  Clearing the red tower of Marcus, which opens the way to Moander's body via a Pool of Darkness. 
  Clearing the heart of Moander where Tanetal resides, which will give the party the Talisman of Bane. 
  Clearing Arcam's Cave under Mulmaster, which opens the way to Bane's Land via a Pool of Darkness. 
  Finally, clearing Bane's Land and defeating Gothmenes (a Tanar'ri Balor), who battles Elminster. 
 
There are also side quests in several places, and famous people in the realm too. For example, Elminster was always there to maintain the dimensional portal for the party should they arrive at any Pool of Darkness. The lost princess Alusair Nacacia will ask the party to help her to fight Rakshasas in Myth Drannor. Lastly, after finishing the final quest, the party had the option to either end their journey or go through one more dungeon of enemies and traps, known as ""Dave's Challenge"".",1992-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
84945,41022,Popeye 3: WrestleCrazy,NULL,1992-06-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
139040,195067,Popo Team,NULL,1992-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
194371,48223,Power Blade 2,NULL,1992-10-29 00:00:00.000,NULL,NULL,NULL,NULL,79.9503,5
106028,5420,Power Factory Featuring C+C Music Factory,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
44252,37661,Power League V,NULL,1992-08-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
43993,76590,Power Politics,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
160266,48222,Power Punch II,NULL,1992-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97114,19693,Predator 2,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88047,12721,Premiere,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
195426,204643,Prince of Persia,"The game is set in medieval Persia. While the sultan is fighting a war in a foreign land, his vizier Jaffar, a wizard, seizes power. His only obstacle to the throne is the Sultan's daughter. Jaffar locks her in a tower and orders her to become his wife, or she would die within 60 minutes (extended to 120 minutes in the Super NES version, which has longer and harder levels). The game's unnamed protagonist, whom the Princess loves, is thrown prisoner into the palace dungeons. In order to free her, he must escape the dungeons, get to the palace tower and defeat Jaffar before time runs out.",1992-07-03 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
100035,45778,Pro Quarterback,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
51033,46386,Pro Yakyuu Super League CD,NULL,1992-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164205,186203,Probotector,NULL,1992-05-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151796,186201,Probotector II: Return of the Evil Forces,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23558,12197,Project-X,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115731,12461,Prophecy of the Shadow,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73745,49029,Prophecy: The Viking Child,NULL,1992-08-01 00:00:00.000,NULL,NULL,NULL,NULL,43.0000,0
163384,37618,Psychic Storm,NULL,1992-03-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97880,42420,Psycho Dream,"In the early 1980s, rumors begin to circulate about a new entertainment medium called “D Movie”, which allows people to immerse themselves in a world of virtual reality. As D Movies gain traction, a trend emerges of disaffected young people taking permanent refuge in the virtual world while abandoning their physical bodies to atrophy. To retrieve these so-called “Sinkers”, Japan's National Public Safety Commission establishes Public Security Division Four, nicknamed “Diamond Dog”, in 1984. The agents who enter the virtual world and perform these rescues are known as Debuggers.

In 1992, a seventeen-year-old girl named Yūki Sayaka sinks into “Story of the Ruined Capital”, a D Movie directed by David Visconti. Three days pass before she is discovered, and combined with her weak constitution, she is expected to die within twenty-four hours. Two Debuggers, Shijima Ryō and Tobari Maria, are dispatched to rescue her before that happens.",1992-12-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15773,41698,Pumpkin Adventure,NULL,1992-04-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
